ProteinID,GeneSymbol,Description,Peptides,normoxia_mono_1,normoxia_mono_2,normoxia_mono_3,normoxia_mono_4,normoxia_PFF_1,normoxia_PFF_2,normoxia_PFF_3,normoxia_PFF_4,hypoxia_mono_1,hypoxia_mono_2,hypoxia_mono_3,hypoxia_mono_4,hypoxia_PFF_1,hypoxia_PFF_2,hypoxia_PFF_3,hypoxia_PFF_4,
Q9Z2A9,Ggt5,Glutathione hydrolase 5 proenzyme,4,512.078,579.02,690.065,610.003,575.236,618.002,706.983,687.748,1148.24,768.171,649.443,681.421,650.868,741.839,1227.06,654.374,
P58158,B3gat3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,4,591.119,567.446,616.675,672.722,620.055,637.791,552.335,597.748,668.439,561.638,651.978,643.664,628.3,644.059,727.855,641.186,
P56212,Arpp19,cAMP-regulated phosphoprotein 19,4,1189.37,1543.32,1684.53,1478.46,1423.52,1049.75,1715.51,1450.04,1591.91,1461.82,1231.92,1564.24,1577.19,1516.25,508.128,1235.88,
P29595,Nedd8,NEDD8,4,1177.24,900.148,822.116,917.86,770.768,944.399,877.233,1036.99,966.742,938.671,813.208,802.527,824.846,878.659,880.907,880.707,
Q8BZ09,Slc25a21,Mitochondrial 2-oxodicarboxylate carrier,4,1635.44,2017.16,2099.42,1970.5,1995.21,2135.39,2397.21,2126.53,2208.81,1834.42,1843.66,2103.85,1703.07,1943.73,2542.31,2024.23,
Q9Z2Q5,Mrpl40,"39S ribosomal protein L40, mitochondrial",4,246.494,218.901,243.136,241.289,240.423,233.27,201.56,206.186,236.961,202.838,220.501,185.709,227.426,226.528,263.951,203.597,
B9EJR8,Dnaaf5,"Dynein assembly factor 5, axonemal",4,514.588,518.982,508.088,556.189,483.481,504.946,538.316,514.147,497.621,522.083,539.756,511.996,501.156,529.093,401.531,512.901,
Q8K0V2,Dcun1d3,DCN1-like protein 3,4,866.887,1110.32,1216.87,1016.74,1025.03,1075.68,1288.34,1107.8,986.508,1165.73,1198.24,1314.55,993.929,1045.46,827.777,1379.37,
Q9JHI7,Exosc9,Exosome complex component RRP45,4,952.309,934.263,992.005,982.878,1037.04,1039.58,921.294,1121.73,1079.14,940.222,1037.14,937.466,880.189,962.959,1237.29,873.014,
Q8BKE6,Cyp20a1,Cytochrome P450 20A1,4,1092.38,1139.96,1161.25,1214.05,1163.73,1128.84,1151.83,1238.73,1311.15,1211.9,1286.2,1181.69,1245.72,1302.52,1351.92,1165.23,
Q8R0A0,Gtf2f2,General transcription factor IIF subunit 2,4,1599.69,1305.82,1397.45,1532.27,1404.37,1363.18,1288.84,1308.84,1448.01,1315.96,1382.38,1364.51,1430.01,1450.28,1935.38,1178.44,
Q923Z3,Mto1,"Protein MTO1 homolog, mitochondrial",4,1022.65,1025.03,1014.69,1069.14,1051.53,1145.38,1045.47,1034.05,1059.39,1045.5,1077.6,1067.76,942.844,969.082,1094.08,1085.12,
P24788,Cdk11b,Cyclin-dependent kinase 11B,4,622.259,519.283,520.333,589.306,569.58,559.429,496.181,559.692,558.176,530.783,562.437,549.345,578.768,557.834,918.465,508.694,
P70451,Fer,Tyrosine-protein kinase Fer,4,1094.54,1158.44,1123.92,1134.93,1150.29,1135.87,1174.29,1153.08,1064.31,1094.94,1170.85,1091.7,1027.69,1105.67,939.469,1078.09,
Q5SW75-4,Ssh2,Isoform 4 of Protein phosphatase Slingshot homolog 2,4,606.058,602.741,533.732,618.612,617.441,622.763,564.071,507.151,561.775,539.378,560.708,532.34,534.886,533.037,385.812,563.368,
Q6PGH0,Ubtd2,Ubiquitin domain-containing protein 2,4,1264.73,1908.76,2007.54,1584.33,1600.22,1590.96,1990.55,1624.15,1547.96,2010.62,1853.47,2011.8,1698.33,1822.7,858.719,2049.2,
Q8BM72,Hspa13,Heat shock 70 kDa protein 13,4,800.046,748.518,755.522,808.015,797.945,829.091,715.815,767.716,817.796,720.677,810.951,766.871,866.968,819.934,758.517,803.766,
Q8R3G1,Ppp1r8,Nuclear inhibitor of protein phosphatase 1,4,1093.96,987.293,1039.18,1047.82,1023.16,980.612,922.596,927.057,1036.35,938.413,1000.6,991.347,1059.22,1039.39,1718.46,965.81,
Q06185,Atp5me,"ATP synthase subunit e, mitochondrial",4,2520.04,2418.34,2471.41,2358.57,2492.97,2818.83,2944.03,2894.15,2631.56,2430.54,2310.56,3686.31,2236.24,2275.21,3272.75,2976.97,
P97450,Atp5pf,"ATP synthase-coupling factor 6, mitochondrial",4,4609.38,2638.06,2414.96,2821.8,2112.64,2406,2963.76,3192.59,3422.41,2643.41,1919.44,2578.6,2363.55,2180.76,4190.04,2907.14,
Q8VCQ3,Nrbf2,Nuclear receptor-binding factor 2,4,540.117,551.73,552.32,598.76,522.183,516.149,513.605,530.911,540.419,500.553,593.44,534.512,587.589,526.776,527.605,539.986,
Q61160,Fadd,FAS-associated death domain protein,4,372.047,387.586,374.392,360.768,392.245,365.777,373.959,396.699,394.669,386.415,354.829,356.156,385.498,388.916,371.853,357.784,
Q64339,Isg15,Ubiquitin-like protein ISG15,4,369.82,393.716,606.563,501.784,504.066,505.444,444.844,795.241,809.065,884.47,672.977,861.777,588.947,594.198,1346.73,755.305,
O55057,Pde6d,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",4,1552.05,1583.49,1449.47,1648.15,1524.13,1610.98,1463.39,1543.13,1445.45,1473.01,1482.37,1572.35,1581.18,1654.75,1168.22,1481.76,
Q8BGN2,D3Ertd751e,UPF0462 protein C4orf33 homolog,4,1646.04,1265.99,1168.21,1285.9,1289.19,1359.29,1237.15,1499.19,1594.74,1177.76,1071.1,1116.96,1244.05,1197.52,1207.1,1067.24,
Q8CB27,Yod1,Ubiquitin thioesterase OTU1,4,414.992,521.937,583.32,517.401,486.958,445.597,568.214,528.5,509.401,598.552,585.759,680.548,513.152,544.501,341.383,566.347,
Q8K135-2,Kiaa0319l,Isoform 2 of Dyslexia-associated protein KIAA0319-like protein,4,541.603,502.341,532.542,567.837,548.044,568.011,486.428,487.615,491.872,476.46,549.668,534.845,577.723,512.197,556.541,557.063,
Q62226,Shh,Sonic hedgehog protein,4,1155.98,932.893,940.652,960.878,954.96,862.498,761.026,838.643,990.788,664.868,760.917,752.539,828.127,764,758.592,699.584,
Q9DBZ5,Eif3k,Eukaryotic translation initiation factor 3 subunit K,4,1254.27,1089.28,1099.71,1024.26,1054.59,1125.76,1053.73,1184.82,1055.57,1068.1,1105.55,959.951,1084.09,1143.22,1123.58,1046.85,
Q9D7X1,Kctd4,BTB/POZ domain-containing protein KCTD4,4,1370.7,1120.14,1166.87,1235.52,1190.32,1303.58,1153.56,1064.01,980.206,1077.41,1255.69,1128.85,1122.7,1121.73,980.621,1083.2,
Q3TVI8,Pbxip1,Pre-B-cell leukemia transcription factor-interacting protein 1,4,555.086,639.788,649.334,634.846,620.522,626.077,705.578,586.451,1728.81,787.765,706.6,721.757,666.709,799.234,707.659,748.332,
Q8K2I3,Fmo2,Dimethylaniline monooxygenase [N-oxide-forming] 2,4,249.618,283.23,312.885,364.151,302.837,246.821,255.602,396.162,1025.55,601.546,437.525,618.635,406.945,460.507,778.647,399.349,
Q9QXM1,Jmy,Junction-mediating and -regulatory protein,4,814.922,810.283,785.433,785.995,786.419,785.839,811.621,801.298,796.02,777.614,827.855,772.727,822.652,799.847,628.829,779.604,
Q811G0,Bbs9,Protein PTHB1,4,952.984,1030.13,975.524,1023.26,978.359,988.231,1035.76,935.809,868.277,1034.3,1044.08,1115,962.934,971.384,587.692,1061.19,
Q8BG93,Nudt15,Nucleotide triphosphate diphosphatase NUDT15,4,720.169,786.441,848.784,819.258,775.004,686.799,818.946,817.701,828.123,775.211,860.709,865.561,879.362,819.996,592.796,734.069,
Q9D1B9,Mrpl28,"39S ribosomal protein L28, mitochondrial",4,1250.14,1267.5,1316.64,1303.46,1360.37,1403.86,1199.98,1271.09,1369.55,1163.03,1270.97,1209.49,1227.45,1219.3,1376.02,1260.34,
Q8R1B0,Stac2,SH3 and cysteine-rich domain-containing protein 2,4,201.618,182.255,185.614,176.993,180.641,211.317,194.381,158.925,157.687,164.902,184.386,146.317,160.153,160.921,257.448,161.538,
Q9Z266,Snapin,SNARE-associated protein Snapin,4,2148.21,1810.14,1655.21,1986.06,1797.05,1764.86,1833.01,1805.8,1997.89,1686.5,1540.14,1662.83,1621.46,1507.87,1427.04,1835.03,
P37172,Acvr1,Activin receptor type-1,4,457.405,773.133,755.894,566.417,592.944,604.351,840.224,734.425,623.933,796.823,704.52,853.977,582.332,733.581,260.393,670.358,
Q9WTQ8,Timm23,Mitochondrial import inner membrane translocase subunit Tim23,4,1333.57,1303.44,1250.89,1270.28,1359.97,1403.35,1248.71,1271.83,1314.15,1182.99,1217.71,1238.71,1222.65,1266.5,1535.05,1257.31,
O55003,Bnip3,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,4,1746.55,1637.73,1717.41,1661.61,1773.78,1798.78,1722.13,1609.26,1916.99,1657.16,1725.27,1808.52,1781.85,1776.76,1916.79,1806.55,
Q91V51,Ttll1,Probable tubulin polyglutamylase TTLL1,4,765.243,692.816,696.927,774.822,750.035,734.541,687.486,631.327,758.419,678.41,768.46,754.036,763.987,706.624,689.378,713.494,
Q9CPX7,Mrps16,"28S ribosomal protein S16, mitochondrial",4,687.724,643.731,636.584,625.704,668.623,714.589,642.122,667.487,634.402,590.941,611.172,626.683,652.649,670.743,692.885,652.487,
O70200,Aif1,Allograft inflammatory factor 1,4,279.938,379.184,429.556,342.632,364.089,334.485,445.053,409.435,403.575,380.715,375.132,415.913,347.786,355.384,266.569,399.883,
P52430,Pon1,Serum paraoxonase/arylesterase 1,4,604.496,759.866,862.924,1032.11,895.025,746.339,855.435,1443.02,613.591,1731.28,1221.62,1726.96,720.687,810.853,1497.71,1051.01,
Q3TH73,Ttyh2,Protein tweety homolog 2,4,1221.46,1125.61,1028.03,1125.95,1133.7,1091.26,1045.21,988.491,1075.55,978.352,1076.14,907.713,1138.62,1065.34,695.87,1000.17,
Q08857,Cd36,Platelet glycoprotein 4,4,568.08,692.949,1831.39,635.544,629.97,608.743,1284.95,920.485,716.066,754.797,1553.8,2079.39,1083.46,739.119,633.47,1744.35,
Q65Z40,Wapl,Wings apart-like protein homolog,4,761.726,715.364,721.319,812.42,736.369,710.962,686.444,755.48,783.116,747.179,805.547,778.807,753.99,782.738,1118.63,695.664,
O08586,Pten,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",4,1029.25,1021.16,998.572,1068.81,1086.48,1091.1,1001.05,993.78,1065.96,1030.82,1034.86,1052.36,1068,1074.46,859.232,1021.08,
P61961,Ufm1,Ubiquitin-fold modifier 1,4,1182.72,974.88,1062.71,1062.82,870.939,1001.91,1121.33,1127.34,1119.07,1158.8,1128.56,1193.7,1010.81,1093.09,1000.59,1089.06,
Q80X98,Dhx38,RNA helicase,4,246.678,226.317,248.026,259.846,256.704,251.86,261.615,248.973,238.309,267.453,276.229,288.151,257.273,240.064,337.862,239.389,
Q8BMS4,Coq3,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial",4,1959.9,1872.83,1799.17,1809.04,2029.87,1952.4,1862.39,1877.44,1974.25,1972.38,1939.92,1964.1,1969.88,1930.81,1964.32,1939.25,
Q9QXK7,Cpsf3,Cleavage and polyadenylation specificity factor subunit 3,4,418.954,388.139,371.313,410.501,428.883,415.841,366.426,404.958,398.623,370.329,409.297,353.134,388.045,401.777,545.711,382.601,
P22437,Ptgs1,Prostaglandin G/H synthase 1,4,722.939,924.39,1078.73,821.036,901.85,853.052,1113.04,1082.16,750.867,1046.32,1013.98,1194.85,876.75,964.638,984.013,942.279,
Q9QXW2-2,Fbxw5,Isoform 2 of F-box/WD repeat-containing protein 5,4,574.823,641.366,661.227,625.164,632.95,603.597,678.145,625.994,611.069,649.07,669.877,713.249,635.435,652.864,422.886,656.094,
Q8K2I1,Fntb,Protein farnesyltransferase subunit beta,4,1611.16,1539.66,1516.76,1531.87,1589.5,1529.38,1504.23,1502.2,1263.93,1414.49,1539.03,1360.37,1549.07,1506.96,1086.38,1409.62,
Q8BMS9,Rassf2,Ras association domain-containing protein 2,4,1173.37,1189.35,1257.96,1222.33,1203.83,1176.3,1329.98,1289.76,1188.09,1196.64,1216.02,1117.98,1070.12,1216.99,1174.18,1095.51,
F7BAB2,Tmem132b,Transmembrane protein 132B,4,299.992,298.312,269.436,316.956,296.846,282.774,280.231,282.002,314.851,308.791,303.324,308.54,311.043,286.921,285.061,301.571,
Q8BH24,Tm9sf4,Transmembrane 9 superfamily member 4,4,1321.97,1247.55,1340.29,1391.13,1303.97,1342.13,1287.66,1370.27,1407.65,1372.36,1387.93,1616.74,1283.11,1326.19,1592.87,1394.14,
Q6SKR2,N6amt1,Methyltransferase N6AMT1,4,883.877,585.852,550.595,621.81,629.481,697.907,578.631,748.862,743.901,654.282,590.049,569.253,625.393,561.729,674.411,572.578,
Q8BNA6,Fat3,Protocadherin Fat 3,4,790.826,914.718,1047.13,894.438,936.889,1255.64,1007.07,920.036,1127.37,1082.86,1030.93,1216.23,977.58,1047.13,1194.41,1086.63,
Q9D1J3,Sarnp,SAP domain-containing ribonucleoprotein,4,1232.25,1015.98,968.505,1098.4,1150.87,1041,950.899,1011.78,1105.22,987.911,965.028,898.527,1121.65,1092.26,1756.16,888.935,
O88998,Olfm1,Noelin,4,1414.3,1261.61,1152.96,1299.21,1400.11,1765.59,1051.17,1288.11,1227.06,1230.1,1256,1223.22,1335.66,1195.46,3567.64,1390.65,
Q0VBL3,Rbm15,RNA-binding protein 15,4,780.172,721.569,739.598,799.076,734.386,768.795,726.919,735.103,815.108,753.182,763.637,699.433,760.979,782.445,1106.93,666.529,
Q9R099,Tbl2,Transducin beta-like protein 2,4,913.221,839.959,944.156,924.077,910.211,923.993,905.25,905.416,1195.04,923.716,1001.74,1056.33,924.09,960.72,1136.74,962.889,
Q91YY4,Atpaf2,ATP synthase mitochondrial F1 complex assembly factor 2,4,408.949,377.753,369.54,385.661,383.537,361.219,348.365,368.298,335.261,344.215,352.771,374.867,402.985,338.603,265.81,325.372,
O89016,Abcd4,Lysosomal cobalamin transporter ABCD4,4,362.054,387.802,397.72,392.43,392.97,404.584,428.616,380.972,420.53,453.931,446.037,431.386,402.434,424.535,370.015,432.752,
P59672-2,Anks1a,Isoform 2 of Ankyrin repeat and SAM domain-containing protein 1A,4,659.462,793.788,793.6,725.779,731.086,725.045,822.229,785.613,798.434,805.774,773.478,848.114,728.817,772.159,683.677,771.478,
P21126,Ubl4a,Ubiquitin-like protein 4A,4,2223.94,1945.17,1618.28,2048.36,1896.18,1885.19,1883.83,1879.48,1848.62,1796.99,1707.72,1769.71,1777.65,1614.88,1699.29,1906.72,
Q61703,Itih2,Inter-alpha-trypsin inhibitor heavy chain H2,4,560.235,430.687,459.768,567.408,489.472,402.827,445.778,632.673,1186.01,842.62,740.294,809.92,573.036,530.756,977.083,568.768,
Q91WB4,Plekhf2,Pleckstrin homology domain-containing family F member 2,4,259.936,319.755,296.41,267.551,284.515,278.074,310.457,309.886,283.746,364.728,339.334,323.163,269.374,310.224,312.078,333.26,
Q924T2,Mrps2,"28S ribosomal protein S2, mitochondrial",4,1278.28,1286.05,1292.15,1270.13,1303.84,1385.07,1250.18,1265.51,1183.71,1225.9,1275.92,1377.99,1233.68,1295.86,1366.06,1394.21,
A2AQ19,Rtf1,RNA polymerase-associated protein RTF1 homolog,4,751.439,579.097,571.978,699.183,625.226,648.345,548.288,563.978,658.66,547.074,641.338,580.621,630.389,629.621,1092.97,574.85,
Q64018,Glra1,Glycine receptor subunit alpha-1,4,524.529,835.241,944.988,752.031,750.167,767.703,1054.13,936.774,903.286,606.043,867.724,1170.81,693.216,848.859,790.948,1072.58,
Q9D428,GOLGA7B,Golgin subfamily A member 7B,4,1020.9,886.761,824.268,875.139,890.656,1007.2,767.059,829.136,900.754,831.224,875.616,811.156,916.674,858.119,879.205,860.644,
P97290,Serping1,Plasma protease C1 inhibitor,4,440.429,444.842,557.972,661.712,490.004,404.351,465.381,831.689,651.272,1016.3,809.269,1072.76,653.521,661.287,1386.53,878.628,
Q8VDG7,Pafah2,"Platelet-activating factor acetylhydrolase 2, cytoplasmic",4,717.952,775.747,843.199,798.244,712.378,761.071,860.676,855.831,792.846,896.143,845.368,907.955,757.143,824.024,693.76,840.38,
P56213,Gfer,FAD-linked sulfhydryl oxidase ALR,4,312.929,292.857,299.08,294.09,316.135,272.05,303.019,289.088,292.351,252.567,253.779,268.451,279.896,282.819,369.854,243.355,
Q91XP5,Glra3,Glycine receptor subunit alpha-3,4,913.275,802.912,870.096,987.509,975.918,1079.91,752.572,818.986,1031.1,744.6,995.327,862.749,942.692,859.291,1519.26,999.389,
Q9CWW6,Pin4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,4,770.823,669.401,579.79,788.158,646.132,650.262,573.904,589.221,593.782,589.344,665.225,672.64,656.607,630.453,584.286,613.269,
Q8CGA3,Slc43a2,Large neutral amino acids transporter small subunit 4,4,1115.39,1074.92,1036.48,970.224,1094.26,1052.05,1010.15,963.743,1678.88,951.159,952.749,861.52,1015.57,1003.87,670.675,964.528,
Q99LD9,Eif2b2,Translation initiation factor eIF-2B subunit beta,4,885.997,888.935,863.157,837.094,910,883.047,874.686,826.474,903.544,855.955,941.145,832.502,852.089,900.57,700.857,876.842,
P07309,Ttr,Transthyretin,4,1912.27,1514.82,1792.22,1765.84,1588.43,1766.21,1734.87,2961.3,1651.03,2703.88,2179.7,3403.58,1577.38,1827.99,3060.68,1681.41,
Q3UFT3,Garem1,GRB2-associated and regulator of MAPK protein,4,876.398,1009.84,971.04,954.793,922.435,933.686,1023.94,919.761,970.764,965.468,957.631,1027.31,926.682,970.994,482.214,914.903,
Q9JMB8,Cntn6,Contactin-6,4,964.076,826.448,806.768,862.397,957.162,936.105,826.572,776.709,941.948,792.137,924.692,811.149,904.386,849.311,1046.82,843.268,
Q62087,Pon3,Serum paraoxonase/lactonase 3,4,665.299,957.252,970.559,746.408,809.042,710.363,990.518,1315.74,869.864,1120.72,814.075,949.765,700.71,973.994,1416.06,885.799,
Q8VEJ4,Nle1,Notchless protein homolog 1,4,616.623,558.732,560.392,627.491,589.131,576.683,521.806,524.253,635.755,537.805,612.959,596.299,677.825,597.866,691.342,570.608,
Q99N87,Mrps5,"28S ribosomal protein S5, mitochondrial",4,248.526,234.984,270.048,230.04,243.573,266.766,248.987,240.307,259.904,247.873,250.961,269.216,244.642,222.408,290.998,242.791,
Q9CQ45,Nenf,Neudesin,4,1388.5,803.313,756.009,909.322,683.499,773.685,810.193,896.072,1273.18,791.875,703.522,768.323,802.71,705.155,1361.52,864.53,
Q9R060,Nubp1,Cytosolic Fe-S cluster assembly factor NUBP1,4,697.354,752.082,710.675,730.853,686.809,665.421,722.269,684.184,634.835,695.974,688.696,639.9,700.031,745.505,494.513,672.285,
O54967-3,Tnk2,Isoform 3 of Activated CDC42 kinase 1,4,210.162,195.214,186.452,206.596,206.034,204.973,203.605,197.622,200.647,197.15,204.007,213.24,205.347,214.418,191.051,190.731,
P49070,Camlg,Calcium signal-modulating cyclophilin ligand,4,942.845,888.307,824.522,893.02,928.314,897.025,856.014,783.84,906.327,831.321,877.777,776.135,873.468,861.878,692.319,868.666,
Q8BP71,Rbfox2,RNA binding protein fox-1 homolog 2,4,788.705,500.272,515.777,633.584,618.824,596.058,472.827,534.717,601.91,496.974,528.909,509.78,605.184,561.201,1533.87,545.581,
P97314,Csrp2,Cysteine and glycine-rich protein 2,4,235.666,212.505,210.966,286.664,225.964,218.76,216.64,967.757,226.206,959.727,225.263,197.548,259.943,307.446,3629.62,246.279,
Q8BGP6,Slc25a40,Solute carrier family 25 member 40,4,822.705,806.92,790.983,737.443,852.338,896.415,801.343,863.998,875.125,839.321,866.059,839.34,846.082,839.47,847.226,883.888,
Q3U182,Crtc2,CREB-regulated transcription coactivator 2,4,807.729,858.227,889.108,894.158,783.987,776.048,906.407,801.127,866.705,864.559,858.764,797.093,803.918,853.985,661.771,823.994,
Q61576,Fkbp10,Peptidyl-prolyl cis-trans isomerase FKBP10,4,440.735,539.44,584.259,544.397,546.816,541.098,585.639,680.446,1259.53,609.858,549.918,574.083,523.073,611.398,999.897,511.463,
Q9R0Q9,Mpdu1,Mannose-P-dolichol utilization defect 1 protein,4,2026.18,2139.55,2238.73,2245.7,2135.78,2278.55,2208.08,2281.87,2192.22,2346.34,2358.55,2419.38,2296.29,2369.33,2501.06,2384.66,
Q9D920,Borcs5,BLOC-1-related complex subunit 5,4,986.694,750.034,644.091,765.91,671.733,721.275,804.033,811.633,768.426,700.786,606.196,645.712,664.093,621,589.265,827.126,
Q7M750,Opalin,Opalin,4,2459.17,1072.13,837.682,1042.81,809.276,985.666,993.047,1054.92,1323.95,1094.82,1017.72,802.654,995.753,1024.58,791.649,877.864,
P56379,Atp5mj,"ATP synthase subunit ATP5MJ, mitochondrial",4,2625.46,2564.15,2597.09,2462.56,2755.95,2874.27,2747.36,2618.99,2462.98,2566.82,2585.99,2629.7,2037.92,2554.19,2549.6,2814.9,
Q9DC04,Rgs3,Regulator of G-protein signaling 3,4,994.692,822.728,750.625,903.338,830.362,850.382,691.527,745.655,904.691,757.935,893.765,694.452,854.099,793.009,908.642,709.025,
Q9D7M1,Gid8,Glucose-induced degradation protein 8 homolog,4,1992.59,965.178,907.323,947.825,760.2,1039.43,1135.05,1252.7,1229.23,1257.29,899.222,987.375,815.296,879.975,1345.21,1221.35,
Q64282,Ifit1,Interferon-induced protein with tetratricopeptide repeats 1,4,128.573,160.447,217.506,176.804,196.625,210.512,175.839,326.081,302.983,277.432,208.895,227.971,140.043,196.616,549.931,163.509,
P29788,Vtn,Vitronectin,4,471.71,451.277,531.155,666.354,512.993,475.788,444.601,727.407,789.148,985.815,782.66,909.347,748.338,744.699,1484.88,862.526,
P35822,Ptprk,Receptor-type tyrosine-protein phosphatase kappa,4,688.462,564.914,555.295,646.429,643.956,586.025,566.749,635.04,632.122,600.507,637.116,626.397,636.349,580.445,917.744,605.674,
O35074,Ptgis,Prostacyclin synthase,4,174.423,229.974,248.047,347.449,218.301,202.292,332.448,1902.08,314.337,2360.3,264.187,275.614,101.478,388.564,7257.23,386.496,
Q8K0S5,Rtn4rl1,Reticulon-4 receptor-like 1,4,275.936,453.486,530.336,402.872,408.457,438.496,575.038,458.502,340.532,486.686,454.504,608.28,400.226,420.491,396.292,519.061,
E4W7Y4,Agbl4,CCP6,4,808.961,707.144,684.533,782.52,773.871,780.679,644.363,645.499,757.678,661.185,817.7,668.101,756.864,673.007,693.839,772.323,
Q99N50-2,Sytl2,Isoform 2 of Synaptotagmin-like protein 2,4,921.341,837.762,810.576,924.761,873.534,931.059,822.179,824.415,878.4,753.962,881.81,723.461,912.787,848.206,789.085,747.035,
Q9CPZ6,Ormdl3,ORM1-like protein 3,4,404.724,439.746,435.526,385.706,432.887,450.714,448.032,435.786,454.085,472.101,458.8,442.205,415.652,422.108,383.101,428.683,
B8ZXI1,Qtrt2,Queuine tRNA-ribosyltransferase accessory subunit 2,4,542.89,523.07,576.112,545.844,548.184,535.225,561.935,566.491,494.515,522.252,551.378,544.831,541.235,518.285,460.481,521.163,
Q8R2Q4,Gfm2,"Ribosome-releasing factor 2, mitochondrial",4,1042.77,1080.95,1124.24,1035.57,1084.48,1149.25,1037.45,1156.42,1176.07,1083.96,1129.96,1186.27,1121.26,1066.22,1184.94,1162.57,
Q8K3F6,Kcnq3,Potassium voltage-gated channel subfamily KQT member 3,4,1259.57,1356.65,1413.61,1341.84,1295.01,1368.12,1510.03,1417.4,1562.78,1504.2,1536.85,1626,1271.35,1579.05,802.132,1516.99,
P70445,Eif4ebp2,Eukaryotic translation initiation factor 4E-binding protein 2,4,785.82,473.551,529.109,521.101,365.479,515.768,671.053,679.809,715.383,657.696,428.511,585.629,441.083,506.764,642.952,610.682,
Q9DBY8,Nvl,Nuclear valosin-containing protein-like,4,942.092,748.922,812.229,863.023,857.545,859.803,854.454,814.714,886.134,866.686,871.011,855.933,854.105,903.32,1159.07,862.78,
Q8BS95,Gpr89,Golgi pH regulator,4,735.456,740.883,776.311,785.878,809.067,767.969,801.656,779.926,794.376,780.542,834.885,836.122,803,769.923,630.079,781.257,
Q8BUV8,Gpr107,Protein GPR107,4,825.575,773.583,826.004,871.543,845.603,875.37,795.74,904.945,909.332,860.672,862.681,889.816,835.95,889.238,1138.84,852.711,
Q8BGK5,Slc35f1,Solute carrier family 35 member F1,4,892.804,963.414,1033.43,978.042,1019.08,1094.36,964.092,951.057,1017.29,1031.06,1120.43,1157.85,1044.5,1023.94,957.046,1182.24,
Q9JJA2,Cog8,Conserved oligomeric Golgi complex subunit 8,4,924.402,932.076,962.274,1010.3,973.165,989.477,870.353,1024.78,1067.33,938.763,1091.56,1044.95,1012.33,1052.02,995.88,1047.4,
Q8BGX3,Lrtm2,Leucine-rich repeat and transmembrane domain-containing protein 2,4,691.318,987.26,988.513,821.69,851.464,819.002,1068.87,913.452,821.167,922.681,884.444,1018.44,814.663,897.86,463.141,940.474,
Q3UL36,Arglu1,Arginine and glutamate-rich protein 1,4,440.624,350.291,324.606,376.205,378.699,381.415,347.997,333.824,391.361,341.081,393.161,408.713,395.251,381.788,681.409,371.174,
Q9WUB4,Dctn6,Dynactin subunit 6,4,916.054,789.711,842.582,837.316,893.062,797.138,815.569,815.721,828.13,733.939,821.259,766.518,957.022,859.802,731.12,831.117,
O09005,Degs1,Sphingolipid delta(4)-desaturase DES1,4,575.346,649.746,665.612,641.76,616.51,590.841,594.602,549.307,538.689,495.001,595.752,491.044,603.311,572.578,457.695,523.562,
Q9CR89,Ergic2,Endoplasmic reticulum-Golgi intermediate compartment protein 2,4,677.653,681.9,711.206,744.255,670.148,730.185,597.422,711.216,680.229,656.472,733.841,758.202,756.452,724.686,733.22,751.107,
A0A2I3BQG7,Slc22a17,Solute carrier family 22 member 17,4,940.456,639.619,653.31,750.425,787.764,811.949,629.723,677.893,733.245,576.049,708.138,598.036,733.072,635.319,794.218,706.984,
Q9D8X1,Cutc,Copper homeostasis protein cutC homolog,4,1451.68,1403.45,1400.9,1499.27,1603.56,1441.22,1377.21,1646.37,1505.18,1463.21,1519.04,1509.56,1492.73,1586.6,2459.48,1355.17,
Q3UYV9,Ncbp1,Nuclear cap-binding protein subunit 1,4,340.533,297.728,298.778,324.649,314.692,334.782,332.65,318.321,329.483,341.713,358.558,349.785,350.235,337.884,441.705,328.878,
Q8BQM8,Eml5,Echinoderm microtubule-associated protein-like 5,4,402.153,503.135,508.118,521.019,500.919,506.269,507.878,501.601,514.935,533.428,545.729,651.36,489.762,487.636,441.611,529.065,
O70551,Srpk1,SRSF protein kinase 1,4,621.039,535.101,583.305,633.352,614.45,631.327,511.197,549.363,590.52,569.725,598.167,636.046,571.211,561.45,770.681,582.705,
Q01147-1,Creb1,Isoform 2 of Cyclic AMP-responsive element-binding protein 1,4,633.448,506.613,540.35,564.088,571.078,551.442,512.832,569.718,576.593,553.611,572.006,480.838,560.543,554.456,1058.9,504.524,
Q6PFX2,Bend6,BEN domain-containing protein 6,4,648.176,433.986,454.18,498.246,522.239,463.716,467.371,431.693,520.854,462.324,461.018,538.7,506.772,474.556,991.251,448.775,
Q6PD21,Shb,SH2 domain-containing adapter protein B,4,449.218,590.078,643.212,527.662,536.101,535.125,692.037,559.368,561.415,587.531,548.616,688.056,548.279,660.112,267.997,643.339,
